full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,sub_area,area_m,green_zone_part,indust_part,preschool,school,healthcare,shopping,office,radiation,detention,young,work,elder,0_6_age,7_14_age,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,mkad_km,kremlin_km,green_part_1000,prom_part_1000,office_count_1000,trc_count_1000,leisure_count_1000,price_doc
41,17.0,7.0,19.0,mass concrete plus brick,2010.0,1.0,10.0,Izmajlovo,15045565.2,0.637398943,0.006076152,4,6,6,6,0,yes,no,10988,65499,26341,4992,5285,4.2511389180000005,1.591939521,19.10327425,1.591939521,5.2839955089999995,8.947361726,89.98,0.83,0,1,0,3582293
40,27.0,5.0,5.0,brick,1964.0,2.0,4.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,4.944306913,3.141617842,37.6994141,3.141617842,1.797827048,12.96392925,2.69,3.63,2,4,0,6200000
32,20.0,5.0,5.0,panel,1964.0,1.0,5.0,Severnoe Izmajlovo,4190070.548,0.051566848,0.034331497,6,7,0,4,3,no,no,11746,49742,23595,5586,5487,4.0447830819999995,2.600537708,24.20397071,2.016997559,0.900523822,14.26740812,1.94,4.58,2,2,0,4400000
79,51.0,2.0,5.0,brick,1957.0,3.0,8.0,Losinoostrovskoe,5361326.947,0.197068419,0.036122292,3,4,1,1,0,yes,no,9111,49063,22743,4169,4378,2.381783874,1.71883907,20.62606884,1.71883907,3.162231345,12.92869674,5.68,0.05,1,0,0,2000000
31,18.0,3.0,5.0,brick,1965.0,1.0,5.0,Metrogorodok,27456466.68,0.8529228409999999,0.086885265,2,3,0,0,2,no,no,4741,22573,8840,2153,2277,3.8124154189999997,2.656557554,31.87869065,2.656557554,3.093080362,12.05762768,24.11,36.92,1,0,0,4600000
72,48.0,5.0,5.0,brick,1953.0,3.0,7.0,Shhukino,7963518.819,0.126499246,0.16197556800000001,4,5,3,7,5,yes,no,14588,64875,26200,6700,7010,1.133922766,0.645816418,7.749797015,0.645816418,6.266855154,9.278709174,4.1,25.08,2,3,1,6860000
39,23.0,4.0,14.0,breezeblock,1968.0,2.0,5.0,Savelki,7759253.984,0.278314608,0.14890389099999998,3,3,3,2,1,no,no,4100,19960,8011,1888,1952,28.46023227,23.180753,279.8693628,23.3224469,17.16226168,35.31090554,46.36,0.37,0,0,0,5350000
33,19.0,8.0,9.0,panel,1974.0,1.0,7.0,Teplyj Stan,8392316.21,0.42639629700000004,0.002211665,5,6,1,5,3,yes,no,15541,76776,38079,6980,7614,2.822746032,1.759675563,21.11610675,1.759675563,0.36870977,15.55793143,38.94,0.27,2,1,0,3000000
50,34.0,3.0,9.0,panel,1977.0,3.0,6.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,2.21125608,1.080791806,11.96477127,0.997064273,1.2983512609999999,16.93463369,19.46,0.0,0,1,0,8500000
58,30.0,13.0,14.0,panel,1998.0,2.0,12.0,Matushkino,4708040.47,0.27170151600000003,0.31019913,3,4,0,0,1,no,no,5572,22413,10090,2448,2748,30.21003757,24.20321321,288.6791275,24.05659396,19.40883978,37.57245806,22.63,6.52,1,0,0,7200000
39,23.0,2.0,14.0,panel,1966.0,2.0,5.0,Severnoe Izmajlovo,4190070.548,0.051566848,0.034331497,6,7,0,4,3,no,no,11746,49742,23595,5586,5487,1.2111026409999999,0.74057488,8.886898559,0.74057488,2.059343754,13.0811045,3.22,0.0,0,2,0,7200000
73,37.0,5.0,29.0,mass concrete,2012.0,2.0,13.0,Ostankinskoe,12505755.08,0.403651442,0.049863387,5,5,3,1,9,no,no,7278,37484,16634,3155,3746,2.896556115,1.6694113169999998,16.938360999999997,1.4115300830000002,9.280382341000001,6.623157658999999,7.02,21.95,7,0,0,5350396
36,18.0,6.0,14.0,brick,1975.0,1.0,9.0,Gagarinskoe,5540725.595,0.26817719100000004,0.0,4,6,0,4,2,yes,no,7850,46884,21936,3704,3684,2.961698099,1.6298850930000002,19.49370872,1.6244757269999999,8.141278226,7.4417661410000004,6.02,0.0,5,4,2,8750000
59,33.0,5.0,16.0,panel,1980.0,2.0,10.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,3.58997507,2.579860273,30.17758954,2.514799128,4.877746827,13.2738818,21.27,9.72,0,2,0,8700000
103,64.0,9.0,22.0,panel,2006.0,4.0,10.0,Sokolinaja Gora,7905261.321,0.014925117,0.319809354,4,4,5,8,16,yes,no,9647,55337,20972,4257,4756,1.9315661869999998,0.972213414,11.66656097,0.972213414,6.742514533,7.291411509,3.78,31.07,1,0,0,18000000
72,40.0,6.0,10.0,panel,1998.0,3.0,8.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,1.214307305,0.620373396,4.859326193999999,0.40494385,2.656078743,12.81569479,0.96,11.27,0,2,0,6990000
104,53.0,5.0,23.0,mass concrete,2006.0,3.0,12.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,2.93486764,1.729264624,9.390530941,0.782544245,7.89696085,11.23903787,5.15,31.74,2,3,0,3530000
44,28.0,8.0,9.0,panel,1969.0,2.0,5.0,Severnoe Medvedkovo,5725729.259,0.141280723,0.175054867,4,4,1,0,3,yes,no,19487,77062,26324,8132,10055,0.314674761,0.12356362300000001,1.482763482,0.12356362300000001,0.813362296,15.07498197,18.47,0.76,0,0,0,6950000
53,30.0,6.0,14.0,panel,1986.0,2.0,8.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,3.261834955,1.727065045,18.72807682,1.560673068,3.753885957,14.3085217,9.99,10.73,1,1,0,9000000
60,34.0,6.0,19.0,panel,2007.0,2.0,10.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,4.902570792,3.641447612,43.05818514,3.588182095,2.1506427169999998,13.746291099999999,32.27,4.42,0,0,0,7900000
59,34.0,9.0,17.0,panel,1990.0,2.0,10.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,0.941751696,0.663127253,4.370336714,0.364194726,4.298490294,13.45049805,20.77,0.0,0,3,0,9300000
76,52.0,3.0,14.0,panel,1986.0,4.0,8.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,2.52132351,0.967435213,11.60922255,0.967435213,1.152575568,16.89307225,16.31,0.0,0,2,0,10500000
64,31.0,9.0,17.0,brick,2006.0,2.0,13.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,4.410558999,2.909666908,34.91600289,2.909666908,0.739802739,14.7332113,33.46,3.6,0,1,0,8300000
51,30.0,9.0,17.0,panel,1983.0,2.0,8.0,Birjulevo Vostochnoe,14795571.25,0.308056827,0.050900058,6,6,2,3,1,yes,no,21130,93008,30950,9223,10621,4.371334002,3.497067183,41.89769815,3.491474846,2.2203609930000003,17.53053803,44.21,0.0,0,1,0,7000000
38,19.0,4.0,22.0,panel,1995.0,1.0,10.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,2.8644796319999997,1.592987362,19.11584834,1.592987362,3.972788235,12.069055800000001,24.39,0.0,0,1,0,6800000
47,30.0,6.0,9.0,panel,1976.0,2.0,6.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,3.205290836,2.261272401,24.24697868,2.020581556,2.3920099759999998,12.42927794,3.04,2.39,0,0,0,3100000
52,30.0,10.0,17.0,panel,2011.0,1.0,9.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,8.615936214,8.792669246,93.22439478,7.768699565,7.229472965,22.911216,54.02,11.44,0,0,0,4151574
36,18.0,15.0,15.0,brick,1973.0,1.0,8.0,Caricyno,8287309.438999999,0.07111974900000001,0.265088676,4,5,3,2,0,yes,no,11908,84387,29059,5797,5288,1.340304631,0.451189364,5.414272365,0.451189364,6.185895051,13.194052,5.32,4.7,0,1,0,6350000
37,17.0,7.0,22.0,panel,1989.0,1.0,7.0,Krylatskoe,12164477.11,0.297166335,0.0,7,7,2,6,4,no,yes,10175,48620,19712,4611,5067,3.049379135,1.59341092,18.36564134,1.530470112,2.9923175939999997,12.367163900000001,40.01,0.0,3,2,0,8000000
51,30.0,6.0,17.0,panel,2001.0,2.0,9.0,Solncevo,11324091.93,0.083809588,0.371148999,5,5,2,5,1,no,no,16287,75334,22276,8340,7065,2.1418075919999997,1.077193481,12.92632178,1.077193481,1.3761559540000001,16.15831151,22.0,13.92,0,2,0,9100000
42,27.0,6.0,9.0,panel,1972.0,2.0,6.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,4.432308984,4.77866214,38.77056632,3.2308805260000004,0.20379742399999998,13.78070463,5.25,0.92,0,2,0,6260000
39,19.0,7.0,10.0,panel,1995.0,1.0,8.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,1.854032875,0.483672527,5.804070329,0.483672527,1.675638837,16.55915458,11.58,3.18,1,4,0,6300000
52,30.0,9.0,14.0,panel,1999.0,2.0,8.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,1.39122895,0.674123083,8.089476991,0.674123083,10.50999154,6.294921158999999,5.27,13.25,1,2,0,11000000
71,42.0,14.0,16.0,panel,1968.0,3.0,7.0,Juzhnoportovoe,4579593.033,0.040431201,0.21843974,2,2,4,7,6,no,no,9458,44334,17923,4407,4472,1.544500545,1.020795161,9.585004668,0.7987503890000001,10.05027302,6.023543461,19.6,3.64,2,4,0,8000000
26,9.0,15.0,25.0,mass concrete,1967.0,1.0,8.0,Poselenie Sosenskoe,66772450.69,0.336176896,0.072157581,0,0,0,0,1,no,no,1370,6127,2056,656,629,6.83186333,5.855214554,70.26257465,5.855214554,3.857302165,21.90656022,5.01,11.79,0,0,0,3975000
98,61.0,7.0,9.0,brick,1958.0,3.0,10.0,Vojkovskoe,5333221.259,0.074076708,0.16909109,6,8,2,5,10,no,yes,8240,38266,18425,3905,3856,0.264035822,0.154940929,1.530721279,0.127560107,6.507700863999999,10.32362532,21.54,7.63,5,5,0,17000000
64,44.0,12.0,12.0,breezeblock,1965.0,3.0,9.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,1.950084507,0.809952296,9.719427554,0.809952296,3.488032744,12.84445795,9.54,11.1,0,3,0,9200000
32,18.0,5.0,9.0,panel,1984.0,1.0,5.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,2.579430983,1.233290615,14.79948739,1.233290615,2.561359504,15.415340900000002,18.51,0.0,0,1,0,6000000
34,18.0,8.0,12.0,breezeblock,1982.0,1.0,9.0,Zapadnoe Degunino,7632939.805,0.051843747999999995,0.43788524,3,3,0,5,3,yes,no,11996,51138,15676,5519,5735,2.3711217419999997,1.1832619629999999,10.52464921,0.8770541009999999,4.169973139,13.03466354,6.02,22.53,1,2,0,3800000
53,30.0,11.0,14.0,panel,1987.0,2.0,8.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,1.5159709140000002,0.815231392,9.7827767,0.815231392,1.534728444,16.53957102,13.02,0.0,0,2,0,7850000
45,30.0,3.0,5.0,panel,1962.0,2.0,5.0,Metrogorodok,27456466.68,0.8529228409999999,0.086885265,2,3,0,0,2,no,no,4741,22573,8840,2153,2277,2.272494846,1.627352624,19.52823149,1.627352624,3.9633804639999997,11.17984174,12.4,61.63,1,0,0,5300000
30,18.0,1.0,5.0,brick,1962.0,1.0,5.0,Nizhegorodskoe,7506452.02,0.007670134,0.486245621,2,3,0,6,19,yes,no,5291,29660,8844,2418,2514,1.939325921,1.364279024,12.34986915,1.029155762,6.5361892379999995,7.248836497,0.51,56.78,2,2,0,4440000
31,18.0,6.0,9.0,brick,1963.0,1.0,6.0,Levoberezhnoe,6424173.859,0.216360617,0.060753049,2,2,0,7,2,yes,no,5836,31832,13787,2672,2787,2.532074118,0.7392042109999999,11.93365583,0.9944713190000001,2.7317106989999997,14.74157798,28.28,6.69,2,5,0,6230000
25,13.0,9.0,9.0,panel,1978.0,1.0,6.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,2.9886811,2.049394113,24.27117121,2.0225976009999997,6.512345934,8.907548273,11.62,0.0,1,3,0,2000000
30,18.0,1.0,5.0,brick,1963.0,1.0,5.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,2.105404505,1.4865259080000002,14.52730729,1.21060894,3.579182878,14.53433235,5.52,12.57,1,2,0,5100000
76,38.0,6.0,9.0,mass concrete,2010.0,2.0,17.0,Zjuzino,5391434.257,0.079151397,0.0,5,5,0,2,2,yes,no,14317,78835,29848,6715,6714,1.087901615,0.582616262,6.817751339,0.568145945,7.865044934,10.57422893,7.48,0.0,1,1,0,14378004
42,20.0,7.0,14.0,panel,1992.0,1.0,8.0,Juzhnoe Medvedkovo,3879802.193,0.157331846,0.23220508399999998,4,4,0,3,1,no,yes,10412,52793,18775,4926,4860,4.115029094,2.23531501,25.54923409,2.129102841,2.934313004,13.13817611,15.8,8.16,0,0,0,6400000
32,18.0,5.0,9.0,panel,1973.0,1.0,6.0,Birjulevo Zapadnoe,8464344.053,0.075206255,0.521867054,4,4,0,0,0,yes,no,12273,54914,18534,5226,6149,4.976739009,5.518724206,62.76152609,5.230127174,0.580443222,18.946533600000002,9.91,30.12,0,0,0,4470000
34,19.0,3.0,16.0,breezeblock,1983.0,1.0,9.0,Fili Davydkovo,6982964.492000001,0.348985814,0.0,5,7,2,5,1,yes,no,15500,65613,30261,7116,7425,3.0196624510000003,2.428288276,29.13945931,2.428288276,3.678041555,10.60144617,39.17,8.21,2,1,0,6185000
75,45.0,11.0,14.0,panel,1995.0,3.0,10.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,0.893250346,0.526164828,6.313977941,0.526164828,1.618158429,16.19888225,15.41,1.04,0,2,0,9100000
82,61.0,2.0,5.0,brick,1931.0,4.0,6.0,Sokol'niki,10320473.23,0.523439075,0.042307270999999994,5,5,3,6,9,no,yes,5682,35003,16720,2459,2810,1.892091554,1.3982334440000002,16.77880133,1.3982334440000002,8.602088565,6.481554813,23.14,1.24,6,3,2,13600000
39,19.0,16.0,17.0,panel,1999.0,1.0,8.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,1.8566856580000002,1.4853485290000001,17.82418235,1.4853485290000001,3.968396903,12.84092617,8.24,0.0,1,3,0,6100000
57,33.0,12.0,22.0,panel,1978.0,2.0,10.0,Silino,9780189.547,0.37199000200000004,0.136244425,3,3,0,1,0,no,no,5063,22548,10196,2427,2370,26.98658617,21.76203608,259.5048644,21.62540537,19.41195137,37.60466246,22.26,1.1,0,2,1,6700000
45,29.0,3.0,5.0,panel,1965.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.502377812,1.060139799,12.72167759,1.060139799,3.428060992,10.36834813,7.53,0.73,0,0,1,6100000
42,27.0,1.0,5.0,brick,1964.0,2.0,5.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,1.6686494440000001,1.156535326,13.87842391,1.156535326,10.01886316,6.673904215,4.37,11.37,1,2,0,7000000
38,23.0,12.0,12.0,panel,1972.0,2.0,5.0,Donskoe,5686537.395,0.073520961,0.0006991189999999999,1,2,0,3,24,yes,no,7033,28737,12669,3229,3369,4.117046008,2.335699257,13.50796361,1.125663635,11.57577703,5.863932181,7.71,3.53,9,1,0,7800000
49,29.0,5.0,5.0,panel,1961.0,2.0,8.0,Ajeroport,4662813.069,0.109947031,0.050272014000000004,3,6,0,3,14,no,no,9151,44166,19690,4348,4231,1.673518514,1.338814799,16.06577759,1.338814799,10.13778793,6.556018077999999,16.93,0.15,11,2,0,8400000
65,44.0,1.0,8.0,brick,1959.0,3.0,7.0,Gagarinskoe,5540725.595,0.26817719100000004,0.0,4,6,0,4,2,yes,no,7850,46884,21936,3704,3684,2.096025328,1.577882156,18.08733373,1.507277811,8.597927092,6.8339661110000005,22.58,0.0,3,2,1,5680000
53,32.0,12.0,17.0,breezeblock,1980.0,2.0,9.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,1.289596074,0.9448611690000001,10.90695673,0.9089130609999999,1.8824501919999999,16.1705773,36.69,1.45,0,2,0,9500000
74,74.0,5.0,17.0,panel,2013.0,3.0,0.0,Nekrasovka,11391678.48,0.055643565,0.24320451899999998,5,5,0,0,0,no,no,3459,13331,3150,1706,1564,0.65444031,0.300312969,3.603755633,0.300312969,5.542727413,19.622609100000002,0.0,4.9,0,0,0,5500000
40,20.0,14.0,14.0,panel,1985.0,1.0,8.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,3.824065465,1.844785057,22.13742069,1.844785057,2.446503939,15.13978655,41.3,0.0,0,5,0,6000000
35,20.0,2.0,12.0,breezeblock,1965.0,1.0,10.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,8.35427006,5.2249637060000005,62.69956447,5.2249637060000005,0.448893351,14.22212813,5.07,0.0,5,4,1,5200000
30,18.0,1.0,5.0,breezeblock,1962.0,1.0,5.0,Mar'ina Roshha,4684027.803,0.015525088999999999,0.212515361,1,1,3,7,16,no,no,7150,43472,15350,3518,3293,1.068419204,0.323576556,4.153955267,0.346162939,11.15982275,4.799285639,6.09,16.59,9,5,0,5800000
45,30.0,4.0,5.0,panel,1964.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.90745962,1.131999751,13.06663308,1.08888609,3.9571983210000004,9.77583406,12.26,6.88,4,1,0,6750000
54,32.0,12.0,17.0,panel,2004.0,2.0,9.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,1.497908437,0.715953017,8.591436199,0.715953017,4.569061381,12.23433567,8.77,0.0,1,1,0,9100000
39,18.0,18.0,25.0,mass concrete,2001.0,1.0,9.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.6534821709999998,1.1889197459999998,14.26703695,1.1889197459999998,4.54743318,12.81790833,13.88,0.0,1,4,0,6300000
57,37.0,6.0,9.0,brick,1959.0,2.0,9.0,Vojkovskoe,5333221.259,0.074076708,0.16909109,6,8,2,5,10,no,yes,8240,38266,18425,3905,3856,0.7511456329999999,0.41730903,4.541863238,0.378488603,6.8643865989999995,10.03530087,7.79,14.57,7,5,0,3000000
37,22.0,2.0,9.0,breezeblock,1966.0,2.0,7.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,2.64176475,1.665078461,19.98094153,1.665078461,3.777358937,9.96711108,36.61,0.0,1,0,0,1100000
35,20.0,8.0,9.0,panel,1977.0,1.0,6.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,1.8629691830000001,1.211068493,14.53282191,1.211068493,0.924843066,17.57116427,11.24,14.18,0,0,0,5400000
39,23.0,8.0,12.0,breezeblock,1969.0,2.0,6.0,Caricyno,8287309.438999999,0.07111974900000001,0.265088676,4,5,3,2,0,yes,no,11908,84387,29059,5797,5288,3.943572772,2.682654879,32.19185854,2.682654879,5.0351133710000004,14.58496077,13.83,17.58,0,0,0,2000000
42,26.0,4.0,5.0,panel,1961.0,2.0,5.0,Cheremushki,5467178.308999999,0.055779365,0.1363303,4,5,3,6,10,yes,no,12524,65782,24312,5628,6141,1.054321213,0.45684461299999995,5.482135356000001,0.45684461299999995,7.129313901000001,9.091021645,7.57,0.0,4,3,1,7250000
57,42.0,3.0,9.0,panel,1974.0,3.0,5.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,1.3982373,0.865930552,10.39116662,0.865930552,2.394629816,16.62743002,19.66,0.0,0,2,0,8900000
48,27.0,1.0,9.0,panel,1976.0,2.0,6.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,2.499725615,1.620061524,18.81688385,1.568073654,0.790307515,17.36522087,31.48,0.01,0,0,0,6500000
53,32.0,10.0,17.0,panel,1992.0,2.0,9.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.330349531,0.643350565,7.720206786,0.643350565,2.8725238610000003,20.278894,26.3,4.73,0,3,0,7950000
74,44.0,1.0,17.0,panel,1990.0,3.0,10.0,Severnoe Butovo,8889466.752,0.579644597,0.0,6,6,2,8,0,no,no,10562,65270,14282,5102,4798,1.828526053,0.550386405,8.856818889,0.7380682409999999,1.0583019329999999,20.12595367,23.33,0.0,0,6,0,9718000
46,27.0,5.0,9.0,panel,1974.0,2.0,5.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,2.9202188089999996,1.938680617,21.50413884,1.79201157,1.480059726,17.384142,5.04,6.85,0,3,0,6850000
44,28.0,5.0,5.0,breezeblock,1961.0,2.0,5.0,Golovinskoe,8841267.454,0.127511955,0.307466659,4,6,2,5,9,no,no,10346,63495,27005,4566,5048,3.984676252,2.759676921,32.852692499999996,2.737724375,3.5890468189999996,13.30049078,4.95,18.2,0,0,0,5900000
46,18.0,2.0,14.0,mass concrete plus brick,2003.0,1.0,11.0,Poselenie Shherbinka,7878765.472999999,0.05707006,0.21140121399999998,0,0,0,1,0,no,no,4207,20445,7589,2041,1892,7.5903087629999995,5.464035941000001,65.76880967,5.480734139,8.448243997,27.50310156,2.07,20.58,0,0,0,5050000
62,42.0,1.0,12.0,breezeblock,1971.0,3.0,9.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,4.139167041,3.153021415,42.52944665,3.5441205539999996,0.541025145,16.58551116,46.24,9.33,2,0,0,6400000
44,28.0,5.0,5.0,panel,1969.0,2.0,5.0,Kon'kovo,7811375.433999999,0.127002383,0.135649789,5,5,3,11,6,yes,no,16468,100062,36718,7517,7960,4.759026318,2.459970682,29.26198693,2.438498911,5.34360262,11.91499905,27.64,41.47,5,1,0,6550000
34,16.0,1.0,9.0,brick,1966.0,1.0,8.0,Bogorodskoe,8659075.461000001,0.41686645200000005,0.069660344,7,9,1,2,4,yes,no,13897,59366,31147,7103,6119,2.713469823,1.807526727,21.6271217,1.8022601409999999,6.071276575,9.008769467999999,12.41,1.74,0,0,0,5350000
38,21.0,2.0,14.0,panel,1990.0,1.0,8.0,Novo-Peredelkino,8591335.051,0.058543047,0.025609157,7,7,3,1,0,no,no,12244,81271,17508,6354,5261,2.033201388,1.151180923,8.079378934,0.673281578,5.555877829,20.25409661,11.21,0.0,0,1,0,2500000
43,28.0,2.0,14.0,breezeblock,1970.0,2.0,5.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,5.063030939,3.867597494,46.08961178,3.840800981,4.437800211,11.00522732,34.16,0.0,2,0,0,4000000
37,19.0,5.0,17.0,panel,2011.0,1.0,7.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,7.641776721,7.97226323,83.37952259,6.948293549,7.753400209,23.29218787,17.41,37.49,1,1,0,2548200
43,31.0,5.0,5.0,brick,1964.0,3.0,5.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,4.357251425,2.985069708,35.82083649,2.985069708,1.665309121,13.09940595,1.92,4.88,3,4,0,999000
19,13.0,3.0,15.0,panel,1973.0,1.0,0.0,Kon'kovo,7811375.433999999,0.127002383,0.135649789,5,5,3,11,6,yes,no,16468,100062,36718,7517,7960,1.55999853,1.02369924,8.976838996,0.748069916,4.436661721,12.17600474,1.78,16.83,6,7,1,3600000
66,43.0,10.0,14.0,panel,1971.0,3.0,9.0,Losinoostrovskoe,5361326.947,0.197068419,0.036122292,3,4,1,1,0,yes,no,9111,49063,22743,4169,4378,2.079782017,1.456471294,17.47765553,1.456471294,3.2046478080000003,12.94975252,6.35,0.27,0,0,0,2000000
38,19.0,9.0,17.0,panel,2005.0,1.0,7.0,Hovrino,5264733.751,0.184282943,0.050755569,4,4,0,1,1,no,no,11356,47628,21807,5195,5469,2.475780822,1.4865557090000001,17.20481416,1.433734513,1.685721148,15.236286100000001,8.52,12.41,0,0,0,1000000
44,28.0,2.0,5.0,brick,1958.0,2.0,6.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,2.37142962,1.6984144319999999,19.41933996,1.61827833,9.023728732,6.765940795,4.42,2.33,7,3,1,8200000
40,20.0,9.0,14.0,panel,2005.0,1.0,8.0,Altuf'evskoe,3294351.983,0.024332829,0.298204575,2,3,1,3,3,yes,no,8140,34611,12374,3559,4048,3.536487535,2.923946257,21.73411693,1.81117641,2.871514851,14.23660243,5.25,24.98,6,4,0,2000000
35,19.0,10.0,12.0,breezeblock,1977.0,1.0,7.0,Pechatniki,18445806.5,0.030696592999999998,0.42882581799999997,5,5,0,2,8,yes,yes,10341,51393,21635,4615,5011,3.7632091510000003,2.285696083,27.428353,2.285696083,6.9241412989999995,10.06569585,9.15,5.52,0,0,0,2000000
49,28.0,2.0,4.0,brick,1952.0,2.0,7.0,Tekstil'shhiki,4808269.831,0.112559644,0.118537385,4,7,1,0,1,yes,no,13028,63388,25292,5879,6207,0.911087172,0.602576126,7.23091351,0.602576126,6.216235342999999,8.13649647,7.67,5.92,4,0,0,2000000
